OFFENDER_ID,INCIDENT_ID,OFF_AGE_NUM,OFF_SEX_CODE,OFF_ETHNICITY_NAME,OFF_RACE_DESC,OFF_AGE_CODE
144284240,126959267,NA,U,Unknown,Unknown,00
144287191,126959288,NA,U,Unknown,Unknown,00
144284275,126955501,35,F,Not Hispanic or Latino,Black or African American,AG
144284289,126959325,NA,U,Unknown,Unknown,00
144287240,126955515,NA,U,Unknown,Unknown,00
144287250,126959337,NA,U,Unknown,Unknown,00
144287272,126959348,48,M,Not Hispanic or Latino,White,AG
144284321,126955548,14,M,Hispanic or Latino,White,AG
144284330,126959356,27,M,Not Hispanic or Latino,Black or African American,AG
144284375,126959394,NA,U,Unknown,Black or African American,00
144284379,126959398,NA,U,Unknown,Unknown,00
144287333,126959402,NA,U,Unknown,Unknown,00
144284401,126959413,34,M,Not Hispanic or Latino,Black or African American,AG
144284425,126959427,NA,U,Unknown,Unknown,00
144287359,126959438,NA,U,Unknown,Unknown,00
144284524,126959527,28,M,Not Hispanic or Latino,Black or African American,AG
144284617,126959614,59,M,Not Hispanic or Latino,Black or African American,AG
144284699,126959685,NA,U,Unknown,Unknown,00
144284702,126959690,NA,U,Unknown,Unknown,00
144287588,126955782,NA,U,Unknown,Unknown,00
144287606,126955802,53,M,Not Hispanic or Latino,Black or African American,AG
144284787,126959759,NA,U,Unknown,Unknown,00
144287678,126959808,NA,U,Unknown,Unknown,00
144284868,126959816,NA,U,Unknown,Unknown,00
144287687,126959821,60,F,Not Hispanic or Latino,Black or African American,AG
144287693,126955887,67,M,Not Hispanic or Latino,Black or African American,AG
144284892,126959832,NA,U,Unknown,Unknown,00
144284912,126959845,NA,M,Not Hispanic or Latino,Black or African American,00
144284913,126959845,NA,M,Not Hispanic or Latino,Black or African American,00
144287711,126959846,NA,U,Unknown,Unknown,00
144287732,126955923,NA,U,Unknown,Unknown,00
144289986,126959910,NA,M,Not Hispanic or Latino,Black or African American,00
144287748,126959910,NA,M,Not Hispanic or Latino,Black or African American,00
144290030,126959939,NA,U,Unknown,Unknown,00
145526391,128116095,21,M,NA,White,AG
145524878,128121125,NA,NA,NA,NA,NA
145524880,128121127,NA,NA,NA,NA,NA
145524899,128121138,25,M,NA,White,AG
145526437,128117017,NA,U,NA,Unknown,00
145524902,128121142,26,M,NA,White,AG
145524926,128121168,NA,M,NA,Unknown,00
145526467,128121168,NA,M,NA,Unknown,00
145526470,128121168,NA,U,NA,Unknown,00
145526468,128121168,NA,M,NA,Unknown,00
145526613,128121279,NA,NA,NA,NA,NA
145526617,128121284,NA,M,NA,Black or African American,00
145530011,128121298,NA,NA,NA,NA,NA
145526634,128121305,NA,U,NA,Unknown,00
145526636,128121305,NA,U,NA,Unknown,00
145530013,128121305,NA,U,NA,Unknown,00
145526635,128121305,NA,U,NA,Unknown,00
145526639,128121306,NA,NA,NA,NA,NA
145526648,128121321,NA,NA,NA,NA,NA
145526649,128121322,NA,M,NA,Black or African American,00
145530024,128121324,NA,M,NA,Black or African American,00
145530025,128121324,NA,M,NA,Black or African American,00
145530022,128121324,NA,M,NA,Black or African American,00
145530023,128121324,NA,M,NA,Black or African American,00
145530026,128121324,NA,M,NA,Black or African American,00
145526653,128121325,NA,NA,NA,NA,NA
145526696,128121362,17,M,NA,White,AG
145530056,128121364,47,M,NA,White,AG
145526700,128121364,51,M,NA,Black or African American,AG
145530075,128117149,NA,U,NA,Unknown,00
145526737,128121403,NA,NA,NA,NA,NA
145530129,128121412,NA,U,NA,Unknown,00
145530135,128121419,NA,NA,NA,NA,NA
145526802,128117219,NA,NA,NA,NA,NA
145530244,128121523,NA,NA,NA,NA,NA
145530247,128117300,NA,NA,NA,NA,NA
145526881,128121536,NA,NA,NA,NA,NA
145526887,128117317,NA,NA,NA,NA,NA
145530289,128121553,NA,NA,NA,NA,NA
145526924,128121577,21,M,NA,White,AG
145526927,128117347,NA,U,NA,Unknown,00
145526950,128121604,NA,F,NA,Unknown,00
145530367,128121613,NA,NA,NA,NA,NA
145526969,128117399,NA,NA,NA,NA,NA
145526980,128117406,NA,M,NA,Black or African American,00
145527000,128121642,NA,M,NA,Unknown,00
145530414,128121654,NA,NA,NA,NA,NA
145530417,128121658,NA,NA,NA,NA,NA
145530432,128121670,NA,NA,NA,NA,NA
145527033,128121676,NA,NA,NA,NA,NA
145530473,128117480,13,M,NA,White,AG
145527089,128121719,NA,M,NA,White,00
145527163,128121775,NA,U,NA,Unknown,00
145530562,128121784,NA,NA,NA,NA,NA
145527183,128121788,NA,NA,NA,NA,NA
145527199,128121799,NA,NA,NA,NA,NA
145527227,128117603,NA,NA,NA,NA,NA
145530609,128117627,NA,NA,NA,NA,NA
145527262,128121845,NA,NA,NA,NA,NA
145527276,128121860,15,M,NA,Black or African American,AG
145527305,128121882,NA,U,NA,Unknown,00
145527319,128117675,NA,NA,NA,NA,NA
145527417,128121963,NA,NA,NA,NA,NA
145527422,128121970,NA,U,NA,Unknown,00
145530762,128121990,NA,NA,NA,NA,NA
145530782,128122009,NA,M,NA,Unknown,00
145530806,128122031,NA,NA,NA,NA,NA
145527525,128122066,NA,NA,NA,NA,NA
145527535,128122075,NA,NA,NA,NA,NA
145527551,128117870,29,M,NA,Unknown,AG
145530874,128122087,NA,U,NA,Unknown,00
145530898,128117895,41,F,NA,White,AG
145527579,128117895,44,M,NA,White,AG
145527620,128117915,NA,NA,NA,NA,NA
145530946,128117933,NA,U,NA,Unknown,00
145530964,128117948,NA,U,NA,Unknown,00
145530981,128122206,22,F,NA,Black or African American,AG
145527672,128117968,NA,NA,NA,NA,NA
145531010,128122222,37,M,NA,White,AG
145527687,128122230,NA,NA,NA,NA,NA
145531031,128122247,NA,NA,NA,NA,NA
145531039,128118003,NA,M,NA,Black or African American,00
145531041,128118003,NA,M,NA,Black or African American,00
145527757,128118041,NA,U,NA,Unknown,00
145527806,128122320,NA,U,NA,Unknown,00
145527822,128118085,NA,NA,NA,NA,NA
145531129,128122345,NA,U,NA,Unknown,00
145527852,128122347,31,F,NA,Black or African American,AG
145527856,128122348,55,M,NA,Black or African American,AG
145531139,128122350,NA,M,NA,Black or African American,00
145527862,128122357,NA,U,NA,Unknown,00
145527882,128122372,50,M,NA,Black or African American,AG
145527893,128122378,NA,U,NA,Unknown,00
145531208,128118151,19,M,NA,White,AG
145531209,128118151,19,M,NA,White,AG
145527930,128122410,26,M,NA,White,AG
145527937,128122413,NA,U,NA,Unknown,00
145531216,128122415,NA,M,NA,Black or African American,00
145531223,128122420,NA,U,NA,Unknown,00
145527978,128118195,NA,M,NA,Black or African American,00
145527986,128118201,NA,U,NA,Unknown,00
145526369,128116083,43,M,NA,Black or African American,AG
145524862,128121104,NA,U,NA,Unknown,00
145526401,128121108,NA,NA,NA,NA,NA
145526406,128121112,NA,NA,NA,NA,NA
145524872,128121117,NA,U,NA,Unknown,00
145526422,128117005,50,M,NA,Black or African American,AG
145526428,128121134,NA,NA,NA,NA,NA
145524895,128117013,NA,NA,NA,NA,NA
145526438,128121143,NA,NA,NA,NA,NA
145524904,128121144,NA,M,NA,White,00
145524903,128121144,NA,M,NA,White,00
145526442,128121146,NA,M,NA,Black or African American,00
145526443,128121146,22,M,NA,Black or African American,AG
145526440,128121146,NA,M,NA,White,00
145526441,128121146,NA,F,NA,White,00
145526449,128121152,NA,M,NA,White,00
145524908,128117020,34,F,NA,Black or African American,AG
145526334,128116957,NA,NA,NA,NA,NA
145526350,128116065,NA,NA,NA,NA,NA
145524839,128116080,16,M,NA,White,AG
145526364,128116080,15,M,NA,Black or African American,AG
145524836,128116080,16,M,NA,Black or African American,AG
145526365,128116080,15,M,NA,White,AG
145524838,128116080,18,M,NA,Black or African American,AG
145526370,128116084,NA,NA,NA,NA,NA
145526381,128116090,26,M,NA,Black or African American,AG
145524854,128116096,NA,NA,NA,NA,NA
145524857,128116984,53,M,NA,Asian,AG
145524867,128116990,29,M,NA,White,AG
145526411,128121119,NA,U,NA,Unknown,00
145526417,128121123,NA,NA,NA,NA,NA
145524884,128121129,41,M,NA,White,AG
145526425,128121133,27,F,NA,White,AG
145526426,128121133,28,M,NA,White,AG
145526427,128121133,28,M,NA,White,AG
145524933,128121177,NA,M,NA,Black or African American,00
145526483,128121185,NA,NA,NA,NA,NA
145526492,128121189,NA,F,NA,Black or African American,00
145526491,128121189,NA,F,NA,Black or African American,00
145526496,128121194,14,M,NA,White,AG
145526497,128121196,53,M,NA,Black or African American,AG
145524963,128121210,NA,NA,NA,NA,NA
145526535,128121224,NA,NA,NA,NA,NA
145526542,128121227,NA,NA,NA,NA,NA
145526596,128117093,NA,U,NA,Unknown,00
145526641,128121310,NA,NA,NA,NA,NA
145526644,128121313,NA,M,NA,Unknown,00
145530017,128121315,NA,M,NA,Unknown,00
145530021,128121320,NA,NA,NA,NA,NA
145530033,128117112,15,M,NA,White,AG
145530031,128117112,15,M,NA,White,AG
145526674,128121348,30,M,NA,Black or African American,AG
145530063,128121375,NA,NA,NA,NA,NA
145526717,128121381,NA,NA,NA,NA,NA
145530088,128117157,NA,U,NA,Unknown,00
145530111,128117174,26,M,NA,White,AG
145530113,128117174,16,M,NA,White,AG
145530110,128117174,18,M,NA,White,AG
145530112,128117174,16,M,NA,White,AG
145530116,128121407,66,M,NA,Black or African American,AG
145526760,128121422,NA,M,NA,Black or African American,00
145526765,128121426,NA,U,NA,Unknown,00
145526777,128121437,NA,U,NA,Unknown,00
145530144,128121443,NA,NA,NA,NA,NA
145530147,128121446,NA,F,NA,Black or African American,00
145526792,128121449,NA,NA,NA,NA,NA
145526799,128117216,NA,NA,NA,NA,NA
145526806,128117221,NA,NA,NA,NA,NA
145530157,128117226,NA,U,NA,Unknown,00
145530185,128121485,NA,NA,NA,NA,NA
145526846,128117259,NA,NA,NA,NA,NA
145526866,128121517,NA,M,NA,Black or African American,00
145530227,128121517,NA,U,NA,Unknown,00
145530265,128117315,NA,NA,NA,NA,NA
145526895,128121549,NA,NA,NA,NA,NA
145526900,128121557,56,M,NA,White,AG
145526910,128121565,NA,NA,NA,NA,NA
145530307,128121575,20,M,NA,Black or African American,AG
145530315,128121583,NA,NA,NA,NA,NA
145530342,128117365,NA,M,NA,Black or African American,00
145527273,128117640,62,M,NA,Black or African American,AG
145527282,128117646,56,M,NA,Black or African American,AG
145530648,128121873,NA,U,NA,Unknown,00
145530657,128121880,NA,NA,NA,NA,NA
145527333,128121900,NA,NA,NA,NA,NA
145527350,128117699,NA,NA,NA,NA,NA
145527362,128117707,NA,U,NA,Unknown,00
145527378,128121939,NA,M,NA,Black or African American,00
145527393,128117727,NA,NA,NA,NA,NA
145527434,128117756,64,M,NA,White,AG
145527432,128117756,50,F,NA,Black or African American,AG
145527453,128122004,NA,NA,NA,NA,NA
145527466,128117790,NA,NA,NA,NA,NA
145527512,128122062,NA,NA,NA,NA,NA
145530844,128117842,NA,NA,NA,NA,NA
145527544,128117860,40,M,NA,White,AG
145527574,128122104,NA,NA,NA,NA,NA
145530900,128122111,NA,NA,NA,NA,NA
145527583,128122117,30,F,NA,Black or African American,AG
145527589,128122122,90,F,NA,Unknown,AG
145527594,128122125,NA,U,NA,Unknown,00
145527595,128122126,31,F,NA,White,AG
145527612,128122142,NA,NA,NA,NA,NA
145527619,128122153,27,M,NA,Black or African American,AG
145530924,128122153,29,M,NA,Black or African American,AG
145530937,128117925,NA,NA,NA,NA,NA
145530971,128122190,NA,U,NA,Unknown,00
145527668,128122208,NA,NA,NA,NA,NA
145530991,128122210,NA,NA,NA,NA,NA
145527674,128122218,51,M,NA,White,AG
145527713,128122249,NA,U,NA,Unknown,00
145531085,128118038,NA,NA,NA,NA,NA
145527773,128122301,NA,M,NA,Unknown,00
145527917,128122397,21,M,NA,Black or African American,AG
145527926,128122409,NA,M,NA,Black or African American,00
145531218,128122417,NA,NA,NA,NA,NA
145527952,128122426,26,M,NA,White,AG
145526389,128116093,NA,NA,NA,NA,NA
145524856,128116098,NA,U,NA,Unknown,00
145526398,128121105,NA,NA,NA,NA,NA
145526403,128121110,28,M,NA,Black or African American,AG
145526469,128121169,30,M,NA,Black or African American,AG
145526473,128121170,NA,U,NA,Unknown,00
145524936,128121178,24,M,NA,Black or African American,AG
145524953,128121201,29,M,NA,Black or African American,AG
145526509,128121205,23,M,NA,Black or African American,AG
145524960,128121207,NA,U,NA,Unknown,00
145524961,128121207,23,M,NA,Black or African American,AG
145526519,128121213,NA,M,NA,White,00
145526524,128121217,NA,U,NA,Unknown,00
145526527,128121219,NA,NA,NA,NA,NA
145526532,128117071,26,M,NA,Black or African American,AG
145526531,128117071,NA,M,NA,Black or African American,00
145526550,128121235,NA,NA,NA,NA,NA
145526554,128121240,NA,NA,NA,NA,NA
145529975,128121243,NA,U,NA,Unknown,00
145529977,128121248,NA,M,NA,Black or African American,00
145526565,128121248,NA,M,NA,Black or African American,00
145526566,128117080,NA,NA,NA,NA,NA
145526581,128121256,NA,NA,NA,NA,NA
145526603,128117098,14,M,NA,Black or African American,AG
145526608,128121275,29,M,NA,Black or African American,AG
145526668,128121339,NA,NA,NA,NA,NA
145530049,128121349,NA,NA,NA,NA,NA
145530053,128121358,64,F,NA,White,AG
145530085,128117156,NA,U,NA,Unknown,00
145526734,128117167,NA,U,NA,Unknown,00
145530383,128121630,NA,M,NA,Black or African American,00
145526990,128121634,32,M,NA,Black or African American,AG
145526991,128121634,28,F,NA,Black or African American,AG
145530481,128121702,NA,NA,NA,NA,NA
145527074,128117497,48,M,NA,White,AG
145527097,128117510,NA,NA,NA,NA,NA
145527113,128121734,29,M,NA,Black or African American,AG
145527119,128117522,NA,NA,NA,NA,NA
145527127,128117526,NA,NA,NA,NA,NA
145530524,128121746,NA,NA,NA,NA,NA
145530527,128121754,NA,M,NA,Black or African American,00
145530528,128121754,NA,M,NA,Black or African American,00
145530537,128121762,NA,NA,NA,NA,NA
145530547,128121772,24,M,NA,Black or African American,AG
145530558,128121778,NA,M,NA,White,00
145527181,128121785,NA,M,NA,Black or African American,00
145527202,128121802,NA,NA,NA,NA,NA
145530583,128117591,NA,NA,NA,NA,NA
145527220,128121815,NA,NA,NA,NA,NA
145527237,128121827,51,M,NA,Black or African American,AG
145527250,128121832,NA,M,NA,Black or African American,00
145527249,128121832,NA,M,NA,Black or African American,00
145527256,128117630,58,F,NA,Black or African American,AG
145527294,128117654,NA,NA,NA,NA,NA
145530651,128117662,NA,F,NA,Unknown,00
145530655,128121883,NA,NA,NA,NA,NA
145527318,128121892,NA,NA,NA,NA,NA
145527324,128117679,NA,NA,NA,NA,NA
145527331,128117684,NA,NA,NA,NA,NA
145530681,128121908,NA,M,NA,White,00
145527356,128121915,NA,NA,NA,NA,NA
145530696,128121934,NA,U,NA,Unknown,00
145530727,128121964,NA,U,NA,Unknown,00
145530735,128121975,NA,F,NA,Unknown,00
145526971,128121618,NA,M,NA,Unknown,00
145530382,128117408,NA,M,NA,Unknown,00
145526994,128121637,NA,NA,NA,NA,NA
145526996,128117426,NA,NA,NA,NA,NA
145530429,128121668,NA,M,NA,Unknown,00
145527025,128121668,NA,M,NA,Unknown,00
145530427,128121668,NA,M,NA,Unknown,00
145527024,128121668,NA,M,NA,Unknown,00
145530438,128117458,NA,NA,NA,NA,NA
145527058,128121694,NA,F,NA,Unknown,00
145530478,128117486,NA,U,NA,Unknown,00
145530486,128121705,NA,NA,NA,NA,NA
145527078,128121711,NA,NA,NA,NA,NA
145530500,128121727,NA,NA,NA,NA,NA
145527101,128117513,NA,NA,NA,NA,NA
145527116,128121738,NA,NA,NA,NA,NA
145530512,128117525,NA,M,NA,Unknown,00
145530510,128117525,NA,M,NA,Unknown,00
145530511,128117525,NA,M,NA,Unknown,00
145527135,128121750,19,M,NA,Black or African American,AG
145530543,128121769,NA,NA,NA,NA,NA
145527175,128121779,NA,F,NA,White,00
145527174,128121779,NA,M,NA,Black or African American,00
145527210,128121810,45,M,NA,White,AG
145527233,128117607,15,M,NA,Black or African American,AG
145527231,128117607,17,M,NA,White,AG
145527257,128121841,NA,NA,NA,NA,NA
145527261,128121847,NA,U,NA,Unknown,00
145527337,128117690,30,F,NA,White,AG
145527383,128121943,NA,F,NA,Black or African American,00
145530705,128121943,NA,F,NA,Black or African American,00
145530722,128117735,NA,NA,NA,NA,NA
145530742,128121980,NA,U,NA,Unknown,00
145527427,128117751,25,M,NA,Black or African American,AG
145527577,128122106,NA,NA,NA,NA,NA
145527578,128122109,29,F,NA,Black or African American,AG
145530909,128122116,58,M,NA,Black or African American,AG
145527644,128122176,24,M,NA,Black or African American,AG
145527649,128117944,NA,M,NA,White,00
145527691,128122232,NA,NA,NA,NA,NA
145531060,128118018,NA,M,NA,Black or African American,00
145527750,128118033,NA,NA,NA,NA,NA
145527857,128122349,18,F,NA,Unknown,AG
145527865,128118120,34,M,NA,White,AG
145527873,128122368,40,M,NA,White,AG
145527949,128122425,NA,U,NA,Unknown,00
145531244,128122436,22,M,NA,White,AG
145527996,128122465,29,M,NA,White,AG
145526372,128116974,NA,NA,NA,NA,NA
145526396,128121102,NA,NA,NA,NA,NA
145526400,128121107,NA,M,NA,Black or African American,00
145526407,128121114,33,M,NA,Black or African American,AG
145526489,128121186,NA,NA,NA,NA,NA
145526502,128117051,NA,NA,NA,NA,NA
145524952,128121200,48,M,NA,Black or African American,AG
145524954,128117058,42,M,NA,White,AG
145526506,128117058,NA,U,NA,Unknown,00
145526517,128121211,NA,U,NA,Unknown,00
145526522,128121215,29,M,NA,Black or African American,AG
145526523,128121216,NA,NA,NA,NA,NA
145526537,128117072,22,F,NA,Black or African American,AG
145526538,128121226,20,M,NA,Black or African American,AG
145526533,128121226,21,F,NA,Black or African American,AG
145526534,128121226,20,F,NA,Black or African American,AG
145526536,128121226,20,F,NA,Black or African American,AG
145526539,128121226,19,M,NA,Black or African American,AG
145526555,128121239,NA,F,NA,Black or African American,00
145526558,128121241,NA,U,NA,Unknown,00
145529976,128121245,NA,NA,NA,NA,NA
145529984,128117088,NA,NA,NA,NA,NA
145526592,128121259,NA,NA,NA,NA,NA
145529990,128121266,NA,NA,NA,NA,NA
145530000,128121276,NA,U,NA,Unknown,00
145526726,128121393,NA,NA,NA,NA,NA
145530096,128121398,34,F,NA,White,AG
145526743,128117175,44,M,NA,White,AG
145526768,128121429,23,M,NA,Black or African American,AG
145530140,128121435,NA,F,NA,Black or African American,00
145530141,128121435,NA,F,NA,Black or African American,00
145526783,128121442,NA,U,NA,Unknown,00
145530149,128117215,NA,U,NA,Unknown,00
145530160,128117231,NA,U,NA,Unknown,00
145526827,128121476,NA,NA,NA,NA,NA
145530188,128117251,NA,NA,NA,NA,NA
145530192,128117255,NA,NA,NA,NA,NA
145530202,128121499,NA,NA,NA,NA,NA
145530232,128117284,NA,M,NA,Black or African American,00
145530233,128117284,NA,M,NA,Black or African American,00
145530239,128121521,NA,NA,NA,NA,NA
145526873,128121525,NA,NA,NA,NA,NA
145526875,128117301,NA,U,NA,Unknown,00
145526874,128117301,NA,U,NA,Unknown,00
144287925,126961109,NA,U,Unknown,Unknown,00
144290322,126960191,NA,U,Unknown,Unknown,00
144288009,126960272,15,M,Not Hispanic or Latino,Black or African American,AG
